id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses
ADDYTQDMBL,61,syllogistic,multiple-choice,All;scientists;chefs/Some;chefs;runners,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,No;scientists;runners,False,False,AI1,"['scientists', 'chefs', 'runners']",['eac'],7645,"[{'state': ['eac'], 'rt': 6292}]"
ADDYTQDMBL,62,syllogistic,multiple-choice,Some;chemists;skaters/All;hikers;skaters,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,Some not;chemists;hikers|Some not;hikers;chemists,False,False,IA3,"['chemists', 'skaters', 'hikers']","['oac', 'oca']",7784,"[{'state': ['oac'], 'rt': 6634}, {'state': ['oac', 'oca'], 'rt': 7095}]"
ADDYTQDMBL,63,syllogistic,multiple-choice,No;analysts;counselors/Some;opticians;counselors,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,NVC,False,False,EI3,"['analysts', 'counselors', 'opticians']",['nvc'],20574,"[{'state': ['nvc'], 'rt': 19899}]"
ADDYTQDMBL,64,syllogistic,multiple-choice,No;mayors;cleaners/No;models;cleaners,All;mayors;models|All;models;mayors|Some;mayors;models|Some;models;mayors|No;mayors;models|No;models;mayors|Some not;mayors;models|Some not;models;mayors|NVC,NVC,False,False,EE3,"['mayors', 'cleaners', 'models']",['nvc'],12289,"[{'state': ['nvc'], 'rt': 11618}]"
ADDYTQDMBL,65,syllogistic,multiple-choice,Some;painters;teachers/Some not;plumbers;painters,All;teachers;plumbers|All;plumbers;teachers|Some;teachers;plumbers|Some;plumbers;teachers|No;teachers;plumbers|No;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers|NVC,All;teachers;plumbers|All;plumbers;teachers,False,False,IO2,"['teachers', 'painters', 'plumbers']","['aac', 'aca']",17215,"[{'state': ['aac'], 'rt': 15307}, {'state': ['aac', 'aca'], 'rt': 15965}]"
APJXQYMQHU,1,syllogistic,multiple-choice,Some;poets;agents/Some;skaters;agents,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|No;poets;skaters|No;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|NVC,NVC,False,False,II3,"['poets', 'agents', 'skaters']",['nvc'],108538,"[{'state': ['nvc'], 'rt': 107271}]"
APJXQYMQHU,2,syllogistic,multiple-choice,No;soldiers;editors/Some;florists;editors,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|NVC,No;soldiers;florists|No;florists;soldiers,False,False,EI3,"['soldiers', 'editors', 'florists']","['eac', 'eca']",79252,"[{'state': ['eca'], 'rt': 49460}, {'state': ['eac', 'eca'], 'rt': 59096}]"
APJXQYMQHU,3,syllogistic,multiple-choice,Some not;drivers;pilots/All;pilots;butchers,All;drivers;butchers|All;butchers;drivers|Some;drivers;butchers|Some;butchers;drivers|No;drivers;butchers|No;butchers;drivers|Some not;drivers;butchers|Some not;butchers;drivers|NVC,Some;drivers;butchers|Some;butchers;drivers|Some not;drivers;butchers|Some not;butchers;drivers,False,False,OA1,"['drivers', 'pilots', 'butchers']","['iac', 'ica', 'oac', 'oca']",103861,"[{'state': ['iac'], 'rt': 42325}, {'state': ['iac', 'ica'], 'rt': 43575}, {'state': ['iac', 'ica', 'oac'], 'rt': 76448}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 102711}]"
APJXQYMQHU,4,syllogistic,multiple-choice,Some;athletes;lawyers/All;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,Some;hunters;lawyers,False,False,IA2,"['lawyers', 'athletes', 'hunters']",['ica'],98524,"[{'state': ['ica'], 'rt': 94505}]"
APJXQYMQHU,5,syllogistic,multiple-choice,Some not;assistants;farmers/All;assistants;scholars,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers,False,False,OA4,"['farmers', 'assistants', 'scholars']","['iac', 'ica', 'oac', 'oca']",54479,"[{'state': ['oca'], 'rt': 37524}, {'state': ['oac', 'oca'], 'rt': 44193}, {'state': ['ica', 'oac', 'oca'], 'rt': 47961}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 50311}]"
APJXQYMQHU,6,syllogistic,multiple-choice,Some;surfers;boxers/No;boxers;florists,All;surfers;florists|All;florists;surfers|Some;surfers;florists|Some;florists;surfers|No;surfers;florists|No;florists;surfers|Some not;surfers;florists|Some not;florists;surfers|NVC,NVC,False,False,IE1,"['surfers', 'boxers', 'florists']",['nvc'],86853,"[{'state': ['nvc'], 'rt': 86053}]"
APJXQYMQHU,7,syllogistic,multiple-choice,Some;athletes;judges/Some not;drillers;athletes,All;judges;drillers|All;drillers;judges|Some;judges;drillers|Some;drillers;judges|No;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges|NVC,NVC,False,False,IO2,"['judges', 'athletes', 'drillers']",['nvc'],81804,"[{'state': ['nvc'], 'rt': 81037}]"
APJXQYMQHU,8,syllogistic,multiple-choice,No;poets;skaters/All;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|No;poets;miners|No;miners;poets|Some not;poets;miners|Some not;miners;poets|NVC,No;poets;miners|No;miners;poets,False,False,EA3,"['poets', 'skaters', 'miners']","['eac', 'eca']",46827,"[{'state': ['eac'], 'rt': 28757}, {'state': ['eac', 'eca'], 'rt': 30474}]"
APJXQYMQHU,9,syllogistic,multiple-choice,All;secretaries;climbers/Some not;fencers;climbers,All;secretaries;fencers|All;fencers;secretaries|Some;secretaries;fencers|Some;fencers;secretaries|No;secretaries;fencers|No;fencers;secretaries|Some not;secretaries;fencers|Some not;fencers;secretaries|NVC,NVC,False,False,AO3,"['secretaries', 'climbers', 'fencers']",['nvc'],48080,"[{'state': ['nvc'], 'rt': 46312}]"
APJXQYMQHU,10,syllogistic,multiple-choice,No;secretaries;agents/No;brokers;agents,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,NVC,False,False,EE3,"['secretaries', 'agents', 'brokers']",['nvc'],48411,"[{'state': ['nvc'], 'rt': 47410}]"
APJXQYMQHU,11,syllogistic,multiple-choice,All;actors;lawyers/All;swimmers;actors,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,All;lawyers;swimmers|All;swimmers;lawyers,False,False,AA2,"['lawyers', 'actors', 'swimmers']","['aac', 'aca']",40708,"[{'state': ['aac'], 'rt': 29205}, {'state': ['aac', 'aca'], 'rt': 34523}]"
APJXQYMQHU,12,syllogistic,multiple-choice,No;porters;judges/No;porters;brewers,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|No;judges;brewers|No;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|NVC,NVC,False,False,EE4,"['judges', 'porters', 'brewers']",['nvc'],40326,"[{'state': ['nvc'], 'rt': 39176}]"
APJXQYMQHU,13,syllogistic,multiple-choice,Some not;auditors;cleaners/No;painters;cleaners,All;auditors;painters|All;painters;auditors|Some;auditors;painters|Some;painters;auditors|No;auditors;painters|No;painters;auditors|Some not;auditors;painters|Some not;painters;auditors|NVC,NVC,False,False,OE3,"['auditors', 'cleaners', 'painters']",['nvc'],39660,"[{'state': ['nvc'], 'rt': 38142}]"
APJXQYMQHU,14,syllogistic,multiple-choice,Some;potters;sculptors/Some not;potters;miners,All;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|Some;miners;sculptors|No;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors|NVC,NVC,False,False,IO4,"['sculptors', 'potters', 'miners']",['nvc'],52661,"[{'state': ['iac'], 'rt': 35157}, {'state': [], 'rt': 49427}, {'state': ['nvc'], 'rt': 50961}]"
APJXQYMQHU,15,syllogistic,multiple-choice,All;linguists;students/Some not;climbers;linguists,All;students;climbers|All;climbers;students|Some;students;climbers|Some;climbers;students|No;students;climbers|No;climbers;students|Some not;students;climbers|Some not;climbers;students|NVC,Some not;climbers;students,False,False,AO2,"['students', 'linguists', 'climbers']",['oca'],49361,"[{'state': ['oca'], 'rt': 38008}]"
APJXQYMQHU,16,syllogistic,multiple-choice,All;tailors;pilots/All;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,All;tailors;singers|All;singers;tailors,False,False,AA1,"['tailors', 'pilots', 'singers']","['aac', 'aca']",33391,"[{'state': ['aac'], 'rt': 22655}, {'state': ['aac', 'aca'], 'rt': 26840}]"
APJXQYMQHU,17,syllogistic,multiple-choice,No;scientists;golfers/Some not;workers;golfers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,NVC,False,False,EO3,"['scientists', 'golfers', 'workers']",['nvc'],51114,"[{'state': ['nvc'], 'rt': 49496}]"
APJXQYMQHU,18,syllogistic,multiple-choice,Some;writers;drivers/Some;writers;hikers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|NVC,NVC,False,False,II4,"['drivers', 'writers', 'hikers']",['nvc'],38777,"[{'state': ['nvc'], 'rt': 37726}]"
APJXQYMQHU,19,syllogistic,multiple-choice,Some not;managers;waiters/Some not;brokers;waiters,All;managers;brokers|All;brokers;managers|Some;managers;brokers|Some;brokers;managers|No;managers;brokers|No;brokers;managers|Some not;managers;brokers|Some not;brokers;managers|NVC,NVC,False,False,OO3,"['managers', 'waiters', 'brokers']",['nvc'],39626,"[{'state': ['nvc'], 'rt': 38425}]"
APJXQYMQHU,20,syllogistic,multiple-choice,Some;managers;clerks/Some not;clerks;models,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,NVC,False,False,IO1,"['managers', 'clerks', 'models']",['nvc'],35340,"[{'state': ['nvc'], 'rt': 34124}]"
APJXQYMQHU,21,syllogistic,multiple-choice,No;cyclists;students/Some not;cyclists;buyers,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,Some;students;buyers|Some;buyers;students|Some not;students;buyers|Some not;buyers;students,False,False,EO4,"['students', 'cyclists', 'buyers']","['iac', 'ica', 'oac', 'oca']",82418,"[{'state': ['iac'], 'rt': 57247}, {'state': ['iac', 'oac'], 'rt': 64799}, {'state': ['iac', 'ica', 'oac'], 'rt': 75018}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 79619}]"
APJXQYMQHU,22,syllogistic,multiple-choice,No;tutors;tailors/Some;brewers;tutors,All;tailors;brewers|All;brewers;tailors|Some;tailors;brewers|Some;brewers;tailors|No;tailors;brewers|No;brewers;tailors|Some not;tailors;brewers|Some not;brewers;tailors|NVC,NVC,False,False,EI2,"['tailors', 'tutors', 'brewers']",['nvc'],48395,"[{'state': ['nvc'], 'rt': 47296}]"
APJXQYMQHU,23,syllogistic,multiple-choice,No;carpenters;tellers/No;tellers;artists,All;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|Some;artists;carpenters|No;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters|NVC,NVC,False,False,EE1,"['carpenters', 'tellers', 'artists']",['nvc'],52801,"[{'state': ['nvc'], 'rt': 51769}]"
APJXQYMQHU,24,syllogistic,multiple-choice,No;tellers;doctors/All;tellers;climbers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,No;doctors;climbers|No;climbers;doctors,False,False,EA4,"['doctors', 'tellers', 'climbers']","['eac', 'eca']",45679,"[{'state': ['eac'], 'rt': 34442}, {'state': ['eac', 'eca'], 'rt': 37176}]"
APJXQYMQHU,25,syllogistic,multiple-choice,All;scientists;chefs/No;chefs;runners,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,No;scientists;runners|No;runners;scientists,False,False,AE1,"['scientists', 'chefs', 'runners']","['eac', 'eca']",29688,"[{'state': ['eac'], 'rt': 23786}, {'state': ['eac', 'eca'], 'rt': 24637}]"
APJXQYMQHU,26,syllogistic,multiple-choice,Some;soldiers;assistants/All;assistants;barbers,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,Some;soldiers;barbers|Some;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers,False,False,IA1,"['soldiers', 'assistants', 'barbers']","['iac', 'ica', 'oac', 'oca']",22738,"[{'state': ['iac'], 'rt': 12318}, {'state': ['iac', 'ica'], 'rt': 13752}, {'state': ['iac', 'ica', 'oac'], 'rt': 16986}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 19320}]"
APJXQYMQHU,27,syllogistic,multiple-choice,No;analysts;counselors/Some;counselors;opticians,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,No;analysts;opticians|No;opticians;analysts,False,False,EI1,"['analysts', 'counselors', 'opticians']","['eac', 'eca']",42957,"[{'state': ['eac'], 'rt': 31789}, {'state': ['eac', 'eca'], 'rt': 33256}]"
APJXQYMQHU,28,syllogistic,multiple-choice,Some;porters;packers/Some;hunters;porters,All;packers;hunters|All;hunters;packers|Some;packers;hunters|Some;hunters;packers|No;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers|NVC,NVC,False,False,II2,"['packers', 'porters', 'hunters']",['nvc'],24339,"[{'state': ['nvc'], 'rt': 23539}]"
APJXQYMQHU,29,syllogistic,multiple-choice,Some not;actuaries;riders/No;designers;actuaries,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,No;riders;designers|No;designers;riders,False,False,OE2,"['riders', 'actuaries', 'designers']","['eac', 'eca']",56496,"[{'state': ['eac'], 'rt': 21704}, {'state': ['eac', 'eca'], 'rt': 23638}]"
APJXQYMQHU,30,syllogistic,multiple-choice,No;dancers;boxers/All;boxers;typists,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|No;dancers;typists|No;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|NVC,No;dancers;typists|No;typists;dancers,False,False,EA1,"['dancers', 'boxers', 'typists']","['eac', 'eca']",49428,"[{'state': ['eac'], 'rt': 42775}, {'state': ['eac', 'eca'], 'rt': 46859}]"
APJXQYMQHU,31,syllogistic,multiple-choice,No;packers;tutors/Some not;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,NVC,False,False,EO1,"['packers', 'tutors', 'butchers']",['nvc'],95169,"[{'state': ['nvc'], 'rt': 94284}]"
APJXQYMQHU,32,syllogistic,multiple-choice,All;boxers;architects/Some not;architects;runners,All;boxers;runners|All;runners;boxers|Some;boxers;runners|Some;runners;boxers|No;boxers;runners|No;runners;boxers|Some not;boxers;runners|Some not;runners;boxers|NVC,Some not;boxers;runners|Some not;runners;boxers,False,False,AO1,"['boxers', 'architects', 'runners']","['oac', 'oca']",41741,"[{'state': ['oca'], 'rt': 32804}, {'state': ['oac', 'oca'], 'rt': 39839}]"
APJXQYMQHU,33,syllogistic,multiple-choice,Some;auditors;clerks/No;cashiers;clerks,All;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|Some;cashiers;auditors|No;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors|NVC,NVC,False,False,IE3,"['auditors', 'clerks', 'cashiers']",['nvc'],28455,"[{'state': ['nvc'], 'rt': 27637}]"
APJXQYMQHU,34,syllogistic,multiple-choice,Some;actors;painters/Some;painters;workers,All;actors;workers|All;workers;actors|Some;actors;workers|Some;workers;actors|No;actors;workers|No;workers;actors|Some not;actors;workers|Some not;workers;actors|NVC,NVC,False,False,II1,"['actors', 'painters', 'workers']",['nvc'],12653,"[{'state': ['nvc'], 'rt': 9884}]"
APJXQYMQHU,35,syllogistic,multiple-choice,All;actors;nurses/All;actors;drillers,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|NVC,All;nurses;drillers|All;drillers;nurses,False,False,AA4,"['nurses', 'actors', 'drillers']","['aac', 'aca']",33856,"[{'state': ['aac'], 'rt': 23671}, {'state': ['aac', 'aca'], 'rt': 24804}]"
APJXQYMQHU,36,syllogistic,multiple-choice,All;architects;trainers/No;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|No;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|NVC,No;trainers;designers|No;designers;trainers,False,False,AE2,"['trainers', 'architects', 'designers']","['eac', 'eca']",36272,"[{'state': ['eac'], 'rt': 31489}, {'state': ['eac', 'eca'], 'rt': 32372}]"
APJXQYMQHU,37,syllogistic,multiple-choice,No;linguists;carpenters/Some;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,Some;carpenters;divers|Some;divers;carpenters,False,False,EI4,"['carpenters', 'linguists', 'divers']","['iac', 'ica']",73417,"[{'state': ['iac'], 'rt': 67897}, {'state': ['iac', 'ica'], 'rt': 69081}]"
APJXQYMQHU,38,syllogistic,multiple-choice,Some not;writers;poets/All;singers;writers,All;poets;singers|All;singers;poets|Some;poets;singers|Some;singers;poets|No;poets;singers|No;singers;poets|Some not;poets;singers|Some not;singers;poets|NVC,Some;poets;singers|Some;singers;poets|Some not;poets;singers|Some not;singers;poets,False,False,OA2,"['poets', 'writers', 'singers']","['iac', 'ica', 'oac', 'oca']",56261,"[{'state': ['iac'], 'rt': 46924}, {'state': ['iac', 'ica'], 'rt': 48608}, {'state': ['iac', 'ica', 'oac'], 'rt': 53276}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 54777}]"
